word1,word2,similarity_out_of_7,similarity
cat,locomotives,1,0.0
insects,rodents,5,6.666666666666667
orange,school,1,0.0
fence,friends,1,0.0
car,skull,2,1.6666666666666667
cold,winter,6,8.333333333333334
family,hawk,1,0.0
hot,spring,4,5.0
decoration,interior,4,5.0
happy,morning,3,3.3333333333333335
bakery,bread,6,8.333333333333334
black,stripes,4,5.0
collection,museum,6,8.333333333333334
guitar,punk,5,6.666666666666667
cold,summer,4,5.0
posted,tulip,1,0.0
party,scooter,1,0.0
river,scenery,4,5.0
footprint,tiles,5,6.666666666666667
fun,night,4,5.0
chicken,lamb,6,8.333333333333334
day,lunch,3,3.3333333333333335
diamond,stencil,1,0.0
guitar,musicians,6,8.333333333333334
green,violet,6,8.333333333333334
dessert,sweet,6,8.333333333333334
bucket,curve,5,6.666666666666667
green,shade,2,1.6666666666666667
bed,furniture,2,1.6666666666666667
cat,paws,4,5.0
dessert,diner,6,8.333333333333334
air,fruit,1,0.0
relaxed,restaurant,4,5.0
dirty,tears,1,0.0
nuts,sunflower,3,3.3333333333333335
oak,rose,5,6.666666666666667
key,motor,3,3.3333333333333335
blue,purple,6,8.333333333333334
crow,gull,6,8.333333333333334
pepper,potatoes,5,6.666666666666667
bacon,chicken,6,8.333333333333334
amphibians,wild,6,8.333333333333334
concrete,swan,1,0.0
harbour,scenery,3,3.3333333333333335
coast,hill,4,5.0
shade,violet,2,1.6666666666666667
city,square,5,6.666666666666667
cold,mist,5,6.666666666666667
birds,wild,4,5.0
puppy,skyline,1,0.0
hot,sunshine,2,1.6666666666666667
couple,outdoor,1,0.0
baseball,club,6,8.333333333333334
blue,shirt,4,5.0
line,railway,5,6.666666666666667
parrot,pelican,6,8.333333333333334
blue,white,6,8.333333333333334
dome,uniform,1,0.0
chess,sleep,1,0.0
boat,shore,4,5.0
birds,parrot,6,8.333333333333334
architecture,building,6,8.333333333333334
church,porch,6,8.333333333333334
guy,sports,4,5.0
stripes,yellow,3,3.3333333333333335
purple,yellow,6,8.333333333333334
rain,sunny,5,6.666666666666667
portrait,underground,1,0.0
garage,mammals,1,0.0
clothes,jacket,6,8.333333333333334
dog,pets,3,3.3333333333333335
floor,transformers,1,0.0
cafe,drawn,1,0.0
dude,time,1,0.0
game,goats,1,0.0
goats,pebbles,1,0.0
dark,rusty,3,3.3333333333333335
bike,hummingbird,1,0.0
exhibition,painting,6,8.333333333333334
feathers,reptiles,3,3.3333333333333335
blue,red,6,8.333333333333334
colorful,toys,3,3.3333333333333335
shop,show,2,1.6666666666666667
birds,mallard,1,0.0
brown,wet,1,0.0
mammals,rope,1,0.0
bedroom,patio,3,3.3333333333333335
old,race,1,0.0
rust,rusty,7,10.0
hanging,time,5,6.666666666666667
scenery,waterfall,6,8.333333333333334
eat,fruit,6,8.333333333333334
car,garage,6,8.333333333333334
apartment,sleep,4,5.0
berry,ivy,5,6.666666666666667
kiss,lips,6,8.333333333333334
dog,husky,6,8.333333333333334
sky,sunshine,6,8.333333333333334
spring,summer,6,8.333333333333334
porch,stone,3,3.3333333333333335
meat,moon,1,0.0
feel,haircut,1,0.0
patio,room,4,5.0
line,underground,3,3.3333333333333335
drive,ear,1,0.0
lake,whale,3,3.3333333333333335
branch,protest,1,0.0
key,stone,1,0.0
spring,winter,6,8.333333333333334
cat,kitty,4,5.0
painting,sculpture,6,8.333333333333334
fruit,salad,6,8.333333333333334
bikini,sculpture,2,1.6666666666666667
paper,tattoo,1,0.0
cake,rusty,1,0.0
shop,store,7,10.0
cherry,grapes,6,8.333333333333334
autumn,foliage,6,8.333333333333334
boxer,stairs,1,0.0
boardwalk,evening,2,1.6666666666666667
sweet,vine,4,5.0
green,gull,1,0.0
candy,chocolate,6,8.333333333333334
band,track,4,5.0
bedroom,porch,4,5.0
festival,music,6,8.333333333333334
parade,salad,1,0.0
dude,stop,1,0.0
salad,soup,5,6.666666666666667
flag,stripes,6,8.333333333333334
grave,santa,1,0.0
happy,kids,5,6.666666666666667
goose,swan,7,10.0
forest,frog,4,5.0
day,misty,1,0.0
kiss,tears,5,6.666666666666667
cloud,mist,6,8.333333333333334
mud,sand,5,6.666666666666667
kitchen,room,5,6.666666666666667
eagle,feathers,6,8.333333333333334
abstract,museum,4,5.0
day,night,6,8.333333333333334
restaurant,scenery,2,1.6666666666666667
camera,lens,6,8.333333333333334
lens,storm,1,0.0
happy,rusty,1,0.0
bright,light,6,8.333333333333334
escalator,subway,6,8.333333333333334
dress,match,2,1.6666666666666667
bay,shore,6,8.333333333333334
asphalt,water,2,1.6666666666666667
bus,taxi,6,8.333333333333334
cute,fun,5,6.666666666666667
book,building,1,0.0
mom,snowman,1,0.0
fun,time,3,3.3333333333333335
dude,friends,2,1.6666666666666667
blossom,orange,4,5.0
cherry,orange,6,8.333333333333334
chapel,whiskers,1,0.0
drug,musicians,3,3.3333333333333335
asphalt,moon,1,0.0
cottage,garden,5,6.666666666666667
beads,library,1,0.0
barn,food,3,3.3333333333333335
cute,lady,4,5.0
piano,played,6,8.333333333333334
house,windmill,3,3.3333333333333335
bucket,morning,1,0.0
dragonfly,insects,5,6.666666666666667
fire,smoke,6,8.333333333333334
gravestone,silhouette,1,0.0
boxer,lighthouse,1,0.0
sky,sunrise,6,8.333333333333334
storm,wind,6,8.333333333333334
bible,cottage,1,0.0
river,water,6,8.333333333333334
ivy,urban,1,0.0
hotel,library,2,1.6666666666666667
bed,bedroom,6,8.333333333333334
bike,flame,1,0.0
foliage,pink,2,1.6666666666666667
airplane,market,1,0.0
mom,sitting,2,1.6666666666666667
patio,pool,4,5.0
foliage,rose,6,8.333333333333334
grave,memorial,5,6.666666666666667
licking,puppy,1,0.0
flowers,purple,6,8.333333333333334
potatoes,soup,5,6.666666666666667
dirty,hanging,1,0.0
art,museum,6,8.333333333333334
apple,cherry,6,8.333333333333334
frozen,meat,3,3.3333333333333335
kitchen,outfit,1,0.0
blonde,girls,5,6.666666666666667
mist,sky,5,6.666666666666667
cloud,rain,6,8.333333333333334
building,skyscraper,6,8.333333333333334
brown,purple,6,8.333333333333334
patio,spring,4,5.0
park,parking,7,10.0
palace,ruins,3,3.3333333333333335
cherry,dessert,1,0.0
dress,skirt,5,6.666666666666667
city,round,1,0.0
fungi,leather,1,0.0
cute,feel,2,1.6666666666666667
interior,skyline,2,1.6666666666666667
railway,station,6,8.333333333333334
station,theatre,4,5.0
lily,pigs,2,1.6666666666666667
desk,match,1,0.0
fruit,strawberry,6,8.333333333333334
colour,yellow,6,8.333333333333334
mallard,swan,1,0.0
fun,relaxed,4,5.0
friends,night,3,3.3333333333333335
sea,swim,6,8.333333333333334
concert,jazz,6,8.333333333333334
mural,work,1,0.0
sailing,sunk,5,6.666666666666667
architecture,skyline,5,6.666666666666667
arms,bicycle,3,3.3333333333333335
frost,rain,4,5.0
bar,boat,2,1.6666666666666667
kitty,licking,5,6.666666666666667
dessert,raspberry,5,6.666666666666667
cone,hill,1,0.0
harbour,port,7,10.0
haircut,pyramid,1,0.0
eat,soup,5,6.666666666666667
born,hockey,1,0.0
night,sleep,6,8.333333333333334
daisy,pink,5,6.666666666666667
idea,rusty,1,0.0
machine,sketch,2,1.6666666666666667
abstract,moon,1,0.0
door,skyscraper,3,3.3333333333333335
cold,frozen,6,8.333333333333334
skirt,wig,3,3.3333333333333335
blue,happy,1,0.0
goats,vinyl,1,0.0
bathroom,bedroom,5,6.666666666666667
interior,room,5,6.666666666666667
bag,pillow,3,3.3333333333333335
animals,cattle,6,8.333333333333334
cafe,coffee,7,10.0
sidewalk,street,6,8.333333333333334
valley,village,5,6.666666666666667
pigeon,reading,1,0.0
bath,bathroom,6,8.333333333333334
alley,racing,2,1.6666666666666667
dance,dancers,6,8.333333333333334
foliage,tall,1,0.0
palm,tree,6,8.333333333333334
escalator,railway,5,6.666666666666667
shore,swim,5,6.666666666666667
ceiling,porch,4,5.0
bag,cop,1,0.0
autumn,hat,2,1.6666666666666667
foliage,orchids,6,8.333333333333334
dog,puppy,4,5.0
beach,sand,6,8.333333333333334
petals,rose,6,8.333333333333334
downtown,hockey,1,0.0
painted,picture,5,6.666666666666667
blonde,dark,6,8.333333333333334
happy,stop,1,0.0
seagull,tag,1,0.0
cattle,farm,5,6.666666666666667
eggs,lego,1,0.0
glass,road,1,0.0
lily,pond,2,1.6666666666666667
puddle,red,1,0.0
arch,brick,5,6.666666666666667
music,sing,6,8.333333333333334
fashion,handwriting,2,1.6666666666666667
lawn,patio,6,8.333333333333334
office,women,3,3.3333333333333335
city,metro,5,6.666666666666667
painted,portrait,6,8.333333333333334
light,shed,3,3.3333333333333335
gold,idea,1,0.0
night,stickers,1,0.0
bright,red,3,3.3333333333333335
foliage,moss,6,8.333333333333334
cloud,kittens,1,0.0
birds,stork,6,8.333333333333334
cathedral,interior,2,1.6666666666666667
fungi,wedding,1,0.0
ceramic,living,1,0.0
shade,twigs,1,0.0
flowers,pink,6,8.333333333333334
paws,pets,5,6.666666666666667
ford,valley,3,3.3333333333333335
bright,shade,6,8.333333333333334
blonde,rock,2,1.6666666666666667
shore,town,5,6.666666666666667
aircraft,door,3,3.3333333333333335
memorial,rope,1,0.0
spiral,staircase,5,6.666666666666667
posted,white,1,0.0
birds,hawk,6,8.333333333333334
glittering,scenery,1,0.0
fruit,orange,6,8.333333333333334
card,party,1,0.0
floor,room,4,5.0
frog,poppy,1,0.0
cone,palm,1,0.0
berry,foliage,4,5.0
morning,sunshine,4,5.0
camera,mallard,2,1.6666666666666667
rain,sky,6,8.333333333333334
cute,mammals,1,0.0
cold,weather,5,6.666666666666667
porch,window,3,3.3333333333333335
holiday,vacation,7,10.0
porch,staircase,4,5.0
dirty,smile,2,1.6666666666666667
decoration,tulip,4,5.0
baby,mother,5,6.666666666666667
handle,terrier,1,0.0
cigarette,smoking,6,8.333333333333334
carrots,sunflower,4,5.0
book,smoking,3,3.3333333333333335
canine,pets,4,5.0
maple,oak,6,8.333333333333334
grass,ruins,3,3.3333333333333335
bottle,construction,1,0.0
pink,violet,6,8.333333333333334
red,violet,6,8.333333333333334
gull,stork,6,8.333333333333334
hummingbird,insects,5,6.666666666666667
peel,skin,5,6.666666666666667
bacon,beef,4,5.0
art,sailing,3,3.3333333333333335
exhibition,soup,1,0.0
guy,stop,1,0.0
shirt,socks,5,6.666666666666667
boys,girls,6,8.333333333333334
bible,dirt,1,0.0
mural,taxi,1,0.0
happy,idea,3,3.3333333333333335
played,stadium,6,8.333333333333334
girls,morning,1,0.0
color,red,6,8.333333333333334
soup,view,1,0.0
born,construction,1,0.0
berry,strawberry,7,10.0
foliage,shade,2,1.6666666666666667
makeup,square,1,0.0
coffee,dinner,5,6.666666666666667
fell,stop,3,3.3333333333333335
band,vinyl,5,6.666666666666667
dirty,feel,4,5.0
club,played,5,6.666666666666667
lion,square,1,0.0
hill,river,4,5.0
cafe,frog,1,0.0
furniture,patio,2,1.6666666666666667
apartment,valley,1,0.0
happy,mom,3,3.3333333333333335
eat,seagull,2,1.6666666666666667
sun,sunlight,6,8.333333333333334
man,sexy,3,3.3333333333333335
evening,lunch,4,5.0
surf,surfers,7,10.0
graveyard,house,2,1.6666666666666667
belly,stripes,1,0.0
dinner,sleep,4,5.0
cloud,ripples,2,1.6666666666666667
handwriting,written,6,8.333333333333334
morning,sky,3,3.3333333333333335
arch,bridge,6,8.333333333333334
friends,lady,3,3.3333333333333335
grass,ski,3,3.3333333333333335
wet,winter,3,3.3333333333333335
forest,tropical,6,8.333333333333334
cocktail,relaxed,4,5.0
flying,wing,6,8.333333333333334
fountain,hill,2,1.6666666666666667
bottle,glass,6,8.333333333333334
bible,leaf,1,0.0
cookies,peel,2,1.6666666666666667
grey,red,6,8.333333333333334
orange,raspberry,6,8.333333333333334
fabric,photos,1,0.0
fashion,outfit,6,8.333333333333334
bathroom,floor,5,6.666666666666667
costumes,wig,5,6.666666666666667
berry,fruit,6,8.333333333333334
flowers,fruit,4,5.0
country,library,2,1.6666666666666667
cocktail,dandelion,1,0.0
potatoes,tomato,5,6.666666666666667
friends,relaxed,3,3.3333333333333335
blue,stripes,3,3.3333333333333335
subway,train,6,8.333333333333334
colour,orange,6,8.333333333333334
feathers,sunflower,1,0.0
dessert,lunch,1,0.0
frost,protest,1,0.0
restaurant,sushi,6,8.333333333333334
abstract,rally,1,0.0
clown,jellyfish,1,0.0
jacket,socks,5,6.666666666666667
game,signed,1,0.0
asphalt,crane,1,0.0
dandelion,petals,6,8.333333333333334
abstract,vehicle,1,0.0
brick,wall,6,8.333333333333334
architecture,construction,6,8.333333333333334
sunshine,winter,2,1.6666666666666667
automobile,racing,5,6.666666666666667
heart,love,5,6.666666666666667
pin,truck,1,0.0
dessert,frozen,3,3.3333333333333335
show,sketch,5,6.666666666666667
angel,sculpture,3,3.3333333333333335
bacon,dessert,4,5.0
steel,town,1,0.0
harbor,port,6,8.333333333333334
sunny,sunset,6,8.333333333333334
kiss,love,6,8.333333333333334
paws,whiskers,2,1.6666666666666667
left,night,1,0.0
exhibition,photography,5,6.666666666666667
makeup,town,1,0.0
barn,mug,1,0.0
ball,dropped,5,6.666666666666667
sun,sunshine,6,8.333333333333334
bright,raspberry,1,0.0
left,walk,3,3.3333333333333335
birds,reptiles,4,5.0
reptiles,stork,4,5.0
deer,insects,4,5.0
dripping,washing,4,5.0
left,morning,1,0.0
jellyfish,rally,1,0.0
eyes,tears,6,8.333333333333334
daffodils,frost,1,0.0
burn,fire,6,8.333333333333334
snow,weather,5,6.666666666666667
leather,weed,1,0.0
lamb,snow,1,0.0
bright,violet,2,1.6666666666666667
mammals,nest,3,3.3333333333333335
twigs,underground,1,0.0
autumn,buds,3,3.3333333333333335
dessert,eat,6,8.333333333333334
dawn,sunrise,2,1.6666666666666667
glittering,sky,4,5.0
clothes,outfit,6,8.333333333333334
bottle,library,1,0.0
chapel,tower,4,5.0
bucket,water,3,3.3333333333333335
garage,garden,4,5.0
canine,puppy,3,3.3333333333333335
house,poster,1,0.0
lunch,sandwich,5,6.666666666666667
cow,milk,6,8.333333333333334
sea,sunk,4,5.0
city,old,3,3.3333333333333335
bed,room,6,8.333333333333334
cactus,fell,1,0.0
fog,misty,7,10.0
chicken,rice,5,6.666666666666667
frozen,pebbles,1,0.0
escalator,underground,5,6.666666666666667
washing,water,6,8.333333333333334
cigarette,skating,1,0.0
amphibians,birds,4,5.0
food,gull,2,1.6666666666666667
automobile,fabric,4,5.0
beach,sea,6,8.333333333333334
exhibition,sculpture,4,5.0
butterfly,glittering,3,3.3333333333333335
rain,sunshine,4,5.0
amphibians,stork,4,5.0
guitar,played,6,8.333333333333334
jean,map,1,0.0
desert,mountain,4,5.0
dress,wedding,5,6.666666666666667
feathers,owl,6,8.333333333333334
cute,licking,2,1.6666666666666667
hill,road,4,5.0
black,white,6,8.333333333333334
butterfly,insects,6,8.333333333333334
cheetah,giraffe,5,6.666666666666667
salad,tomato,5,6.666666666666667
oak,wood,5,6.666666666666667
bath,patio,2,1.6666666666666667
birds,pelican,6,8.333333333333334
shop,shopping,7,10.0
meat,soup,5,6.666666666666667
light,shadow,4,5.0
kitchen,porch,3,3.3333333333333335
hummingbird,moss,3,3.3333333333333335
cop,gravestone,1,0.0
bay,curve,3,3.3333333333333335
green,yellow,6,8.333333333333334
beef,tomato,5,6.666666666666667
dragonfly,piano,1,0.0
butterfly,hummingbird,5,6.666666666666667
downtown,field,2,1.6666666666666667
smile,stop,1,0.0
club,shirt,2,1.6666666666666667
guy,sleep,2,1.6666666666666667
dark,sand,3,3.3333333333333335
moss,plant,6,8.333333333333334
military,reflection,1,0.0
city,town,6,8.333333333333334
cemetery,memorial,5,6.666666666666667
ruins,town,3,3.3333333333333335
bucket,girls,1,0.0
handle,lighting,1,0.0
abandoned,railroad,2,1.6666666666666667
living,makeup,2,1.6666666666666667
face,lips,6,8.333333333333334
gravestone,memorial,6,8.333333333333334
kitchen,sitting,3,3.3333333333333335
dew,misty,4,5.0
dessert,soup,1,0.0
art,christmas,2,1.6666666666666667
left,sitting,1,0.0
fire,sand,2,1.6666666666666667
frozen,raspberry,2,1.6666666666666667
daughter,pub,1,0.0
tomato,whale,1,0.0
stickers,track,1,0.0
ceiling,mug,1,0.0
dessert,fruit,6,8.333333333333334
frost,hot,5,6.666666666666667
pool,swimming,6,8.333333333333334
dog,licking,5,6.666666666666667
belly,drawn,1,0.0
cute,haircut,4,5.0
glittering,vintage,2,1.6666666666666667
mist,wet,5,6.666666666666667
leather,sunshine,1,0.0
bike,patio,2,1.6666666666666667
brick,construction,6,8.333333333333334
chapel,dusk,2,1.6666666666666667
feline,pets,4,5.0
airport,feet,3,3.3333333333333335
frost,summer,3,3.3333333333333335
cafe,children,1,0.0
beach,shore,5,6.666666666666667
haircut,sexy,4,5.0
outdoor,pool,4,5.0
boardwalk,dropped,1,0.0
black,bright,4,5.0
cross,mug,1,0.0
birds,goose,6,8.333333333333334
game,scooter,2,1.6666666666666667
ski,skirt,1,0.0
grapes,vine,6,8.333333333333334
fell,stand,4,5.0
hawk,owl,6,8.333333333333334
colour,dark,4,5.0
brick,building,6,8.333333333333334
chocolate,strawberry,5,6.666666666666667
brown,red,6,8.333333333333334
cheerleaders,scenery,1,0.0
hanging,mom,1,0.0
ford,river,6,8.333333333333334
flowers,shade,3,3.3333333333333335
foliage,restaurant,1,0.0
brown,green,6,8.333333333333334
dirt,dirty,7,10.0
lingerie,underground,1,0.0
stripes,weather,1,0.0
hair,stencil,1,0.0
carnival,wool,1,0.0
dessert,head,1,0.0
husky,played,2,1.6666666666666667
door,wall,4,5.0
crystal,spiral,3,3.3333333333333335
horse,interior,1,0.0
boot,cliff,1,0.0
held,nest,1,0.0
pebbles,sand,6,8.333333333333334
bread,ocean,1,0.0
buds,shade,1,0.0
band,outfit,3,3.3333333333333335
river,valley,6,8.333333333333334
display,scratch,4,5.0
machine,pond,1,0.0
concert,rock,6,8.333333333333334
restaurant,shop,4,5.0
bright,fruit,1,0.0
cop,music,2,1.6666666666666667
shoes,toes,5,6.666666666666667
path,sunflower,1,0.0
cloud,sunshine,6,8.333333333333334
button,police,1,0.0
sketch,texture,3,3.3333333333333335
ink,pencil,5,6.666666666666667
musicians,sing,6,8.333333333333334
brick,porch,5,6.666666666666667
theatre,tv,5,6.666666666666667
band,concert,6,8.333333333333334
swim,underwater,6,8.333333333333334
crochet,stitches,2,1.6666666666666667
guitar,vinyl,4,5.0
curled,haircut,5,6.666666666666667
giraffe,zoo,5,6.666666666666667
butterfly,left,1,0.0
ancient,ruins,6,8.333333333333334
canine,licking,3,3.3333333333333335
monkeys,oak,2,1.6666666666666667
burger,cooking,6,8.333333333333334
misty,mountain,3,3.3333333333333335
orange,purple,6,8.333333333333334
colorful,lab,1,0.0
crab,ink,2,1.6666666666666667
industrial,lake,1,0.0
puddle,street,1,0.0
outfit,skirt,5,6.666666666666667
guy,smile,2,1.6666666666666667
garage,kitchen,4,5.0
porch,wall,3,3.3333333333333335
mammals,wild,2,1.6666666666666667
lily,rose,6,8.333333333333334
handwriting,sketch,6,8.333333333333334
burger,meat,6,8.333333333333334
kittens,travel,1,0.0
coffee,tea,6,8.333333333333334
game,match,6,8.333333333333334
color,yellow,6,8.333333333333334
button,stickers,2,1.6666666666666667
fun,haircut,2,1.6666666666666667
pizza,railway,1,0.0
female,square,1,0.0
glittering,night,5,6.666666666666667
diner,patio,4,5.0
knitting,stitches,2,1.6666666666666667
vine,wine,7,10.0
fishing,shore,6,8.333333333333334
palm,twigs,5,6.666666666666667
bloom,daisy,6,8.333333333333334
pond,water,6,8.333333333333334
chicken,mammals,4,5.0
lantern,light,6,8.333333333333334
black,skirt,5,6.666666666666667
flowers,wild,4,5.0
art,beer,1,0.0
mushrooms,pepper,3,3.3333333333333335
chair,ipod,1,0.0
dog,silver,1,0.0
home,smoking,2,1.6666666666666667
boxer,children,1,0.0
bright,mist,5,6.666666666666667
potatoes,skating,1,0.0
autumn,spring,6,8.333333333333334
bakery,shop,5,6.666666666666667
floor,sitting,4,5.0
bedroom,door,5,6.666666666666667
day,sunshine,4,5.0
shore,waterfall,2,1.6666666666666667
bed,relaxed,4,5.0
morning,sitting,2,1.6666666666666667
hot,wet,5,6.666666666666667
petals,yellow,3,3.3333333333333335
grey,stripes,2,1.6666666666666667
held,theatre,1,0.0
guy,tears,1,0.0
blue,green,6,8.333333333333334
staircase,wall,5,6.666666666666667
railroad,underground,4,5.0
couple,males,3,3.3333333333333335
sitting,stop,3,3.3333333333333335
art,graphic,6,8.333333333333334
family,square,2,1.6666666666666667
cute,dirty,2,1.6666666666666667
cliff,sea,6,8.333333333333334
kiss,rusty,1,0.0
city,sidewalk,4,5.0
cute,mom,2,1.6666666666666667
fun,morning,1,0.0
beads,gold,1,0.0
bath,wine,2,1.6666666666666667
angel,pod,1,0.0
band,music,6,8.333333333333334
branch,tea,1,0.0
dusk,sunrise,5,6.666666666666667
buds,pink,3,3.3333333333333335
ceiling,kitchen,4,5.0
bath,bedroom,4,5.0
bay,sea,6,8.333333333333334
feet,piano,1,0.0
bathroom,staircase,1,0.0
orange,yellow,6,8.333333333333334
locked,mannequin,1,0.0
graphic,illustrations,6,8.333333333333334
drawn,wing,1,0.0
hair,lizard,1,0.0
porch,tower,5,6.666666666666667
chicken,meat,6,8.333333333333334
blonde,eyes,3,3.3333333333333335
graveyard,porch,4,5.0
skyline,tall,6,8.333333333333334
sing,written,2,1.6666666666666667
branch,twigs,5,6.666666666666667
living,old,2,1.6666666666666667
beer,patio,2,1.6666666666666667
carrots,memorial,1,0.0
pets,terrier,2,1.6666666666666667
car,hawk,1,0.0
dinner,night,6,8.333333333333334
autumn,winter,6,8.333333333333334
cop,dirty,2,1.6666666666666667
jazz,musicians,6,8.333333333333334
friends,stop,1,0.0
lizard,snake,6,8.333333333333334
doodle,scratch,5,6.666666666666667
breakfast,floor,2,1.6666666666666667
berry,eat,6,8.333333333333334
airport,asphalt,4,5.0
chapel,gravestone,5,6.666666666666667
band,musicians,6,8.333333333333334
step,swimsuit,1,0.0
daisy,flood,2,1.6666666666666667
black,purple,6,8.333333333333334
band,uniform,3,3.3333333333333335
interior,porch,4,5.0
coffee,sun,1,0.0
petals,tulip,6,8.333333333333334
daisy,flowers,6,8.333333333333334
city,small,3,3.3333333333333335
blue,color,6,8.333333333333334
summer,sunny,6,8.333333333333334
cat,licking,4,5.0
dragonfly,underwater,1,0.0
door,window,6,8.333333333333334
autumn,sunshine,4,5.0
alley,street,6,8.333333333333334
feathers,gull,6,8.333333333333334
ocean,underwater,6,8.333333333333334
hair,shore,1,0.0
lunch,walk,3,3.3333333333333335
face,guy,4,5.0
ruins,stone,6,8.333333333333334
cute,music,2,1.6666666666666667
lake,shore,4,5.0
furniture,nature,1,0.0
boys,gate,1,0.0
reptiles,rodents,4,5.0
rope,train,1,0.0
cafe,relaxed,4,5.0
bread,salad,5,6.666666666666667
foliage,purple,3,3.3333333333333335
cooking,soup,5,6.666666666666667
feathers,grey,2,1.6666666666666667
port,sweet,1,0.0
shade,sunlight,5,6.666666666666667
cooking,meat,6,8.333333333333334
kitchen,stairs,4,5.0
baseball,cheetah,1,0.0
nature,snowman,2,1.6666666666666667
birds,crow,6,8.333333333333334
mushrooms,salad,5,6.666666666666667
ruins,tower,5,6.666666666666667
blossom,foliage,5,6.666666666666667
marble,monkeys,1,0.0
blue,grey,6,8.333333333333334
couple,race,1,0.0
hawk,reptiles,4,5.0
foliage,twigs,6,8.333333333333334
blonde,haircut,5,6.666666666666667
birds,insects,6,8.333333333333334
subway,valentine,1,0.0
porch,ruins,3,3.3333333333333335
feel,hanging,3,3.3333333333333335
club,river,1,0.0
metro,underground,7,10.0
children,living,3,3.3333333333333335
hawk,pelican,6,8.333333333333334
flowers,interior,1,0.0
jean,washing,3,3.3333333333333335
friends,guy,4,5.0
lake,town,4,5.0
purple,violet,6,8.333333333333334
baseball,shirt,4,5.0
kids,mom,5,6.666666666666667
orange,white,6,8.333333333333334
figure,skating,1,0.0
blue,swing,3,3.3333333333333335
design,graphic,6,8.333333333333334
banana,feet,1,0.0
bedroom,downtown,1,0.0
cafe,reflection,1,0.0
cactus,plant,6,8.333333333333334
orange,red,6,8.333333333333334
feel,spiral,2,1.6666666666666667
cigarette,tiles,1,0.0
evening,relaxed,3,3.3333333333333335
painting,portrait,6,8.333333333333334
flowers,garden,6,8.333333333333334
left,played,1,0.0
interior,stairs,3,3.3333333333333335
necklace,snow,1,0.0
fell,love,4,5.0
pub,washing,2,1.6666666666666667
person,stairs,3,3.3333333333333335
evening,misty,2,1.6666666666666667
beard,hair,6,8.333333333333334
downtown,shore,2,1.6666666666666667
rabbit,stop,2,1.6666666666666667
bacon,cooking,6,8.333333333333334
salad,sunflower,4,5.0
dessert,tomato,4,5.0
fountain,marble,3,3.3333333333333335
bakery,cafe,4,5.0
cooking,diner,6,8.333333333333334
miniature,painted,3,3.3333333333333335
salad,sweet,4,5.0
airplane,plane,7,10.0
brick,dress,1,0.0
daffodils,foliage,5,6.666666666666667
flame,peacock,1,0.0
patio,stairs,4,5.0
socks,stockings,1,0.0
drug,reflection,1,0.0
face,smile,5,6.666666666666667
lighting,panda,1,0.0
bacon,soup,4,5.0
arms,white,1,0.0
lighting,man,1,0.0
bed,picture,2,1.6666666666666667
crochet,jewelry,4,5.0
eat,food,6,8.333333333333334
barn,owl,2,1.6666666666666667
beef,potatoes,5,6.666666666666667
interior,painted,3,3.3333333333333335
garbage,underground,2,1.6666666666666667
patio,staircase,4,5.0
poodle,puppy,1,0.0
bread,chair,1,0.0
couple,living,3,3.3333333333333335
diner,kitchen,5,6.666666666666667
insects,twigs,2,1.6666666666666667
mist,temple,2,1.6666666666666667
boxer,swimming,1,0.0
game,hockey,6,8.333333333333334
bakery,zebra,1,0.0
parking,scenery,1,0.0
left,stop,3,3.3333333333333335
smoking,vine,4,5.0
hotel,house,5,6.666666666666667
copper,silver,1,0.0
skyscraper,tall,6,8.333333333333334
building,staircase,5,6.666666666666667
eyes,sky,2,1.6666666666666667
fishing,sea,6,8.333333333333334
nest,wasp,4,5.0
dark,grey,6,8.333333333333334
bathroom,ceiling,4,5.0
guy,kids,5,6.666666666666667
cooking,frozen,3,3.3333333333333335
jump,leg,5,6.666666666666667
airplane,wing,6,8.333333333333334
stone,wall,5,6.666666666666667
blossom,daffodils,6,8.333333333333334
dude,hanging,2,1.6666666666666667
cemetery,males,1,0.0
feathers,stork,6,8.333333333333334
crow,feathers,6,8.333333333333334
people,stop,1,0.0
arrow,boxer,2,1.6666666666666667
landscape,scenery,7,10.0
glass,mill,1,0.0
bed,kitchen,4,5.0
amphibians,flamingo,4,5.0
action,whiskers,1,0.0
gull,insects,4,5.0
chocolate,wig,1,0.0
sea,tropical,4,5.0
haircut,stop,1,0.0
belly,dark,1,0.0
bakery,panorama,1,0.0
girls,sexy,5,6.666666666666667
interior,staircase,4,5.0
happy,time,4,5.0
mallard,portrait,1,0.0
face,stop,1,0.0
bay,harbour,6,8.333333333333334
grave,shore,1,0.0
building,sandwich,1,0.0
cold,frost,6,8.333333333333334
beard,kitty,1,0.0
cherry,peel,3,3.3333333333333335
blossom,tree,6,8.333333333333334
cooking,food,6,8.333333333333334
baseball,cactus,1,0.0
cherry,lamb,3,3.3333333333333335
family,town,1,0.0
metro,rail,6,8.333333333333334
patio,swan,1,0.0
brick,house,5,6.666666666666667
beard,face,6,8.333333333333334
roof,stairs,4,5.0
aquarium,coins,1,0.0
feel,guy,2,1.6666666666666667
cemetery,cone,1,0.0
craft,soup,1,0.0
flowers,foliage,6,8.333333333333334
pregnancy,pregnant,7,10.0
flying,toys,2,1.6666666666666667
airport,flight,6,8.333333333333334
autumn,sunny,5,6.666666666666667
female,living,2,1.6666666666666667
camera,crow,1,0.0
